"method"	"seconds"	"taxa"	"nqs"	"num_gt"	"mem_pk"	"filename"	"dataset"	"num_genes"	"gt_type"	"NRF"
"A-pro"	1.755	"11"	0.936969696969697	90	1182	"model.11taxon/simulated_5genes_strongILS/R19"	"model.11taxon"	5	"simulated"	0
"A-pro"	1.779	"11"	0.926060606060606	90	1176	"model.11taxon/simulated_5genes_strongILS/R2"	"model.11taxon"	5	"simulated"	0
"A-pro"	1.782	"11"	0.901818181818182	90	1182	"model.11taxon/simulated_5genes_strongILS/R20"	"model.11taxon"	5	"simulated"	0.125
"A-pro"	1.742	"11"	0.930909090909091	90	1176	"model.11taxon/simulated_5genes_strongILS/R3"	"model.11taxon"	5	"simulated"	0.125
"A-pro"	1.991	"11"	0.918787878787879	90	1176	"model.11taxon/simulated_5genes_strongILS/R4"	"model.11taxon"	5	"simulated"	0
"A-pro"	1.821	"11"	0.938181818181818	90	1176	"model.11taxon/simulated_5genes_strongILS/R5"	"model.11taxon"	5	"simulated"	0
"A-pro"	1.749	"11"	0.949090909090909	90	1176	"model.11taxon/simulated_5genes_strongILS/R6"	"model.11taxon"	5	"simulated"	0
"A-pro"	1.798	"11"	0.921212121212121	90	1176	"model.11taxon/simulated_5genes_strongILS/R7"	"model.11taxon"	5	"simulated"	0.125
"A-pro"	1.828	"11"	0.967272727272727	90	1176	"model.11taxon/simulated_5genes_strongILS/R8"	"model.11taxon"	5	"simulated"	0.125
"A-pro"	1.84	"11"	0.906666666666667	90	1176	"model.11taxon/simulated_5genes_strongILS/R9"	"model.11taxon"	5	"simulated"	0.125
"ASTRAL-MP"	2.231	"11"	0.802515151515152	100	1194	"model.11taxon/estimated_100genes_strongILS/R1"	"model.11taxon"	100	"estimated"	0.25
"ASTRAL-MP"	2.132	"11"	0.805969696969697	100	1200	"model.11taxon/estimated_100genes_strongILS/R10"	"model.11taxon"	100	"estimated"	0.125
"ASTRAL-MP"	2.1	"11"	0.811545454545455	100	1200	"model.11taxon/estimated_100genes_strongILS/R11"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.097	"11"	0.814212121212121	100	1200	"model.11taxon/estimated_100genes_strongILS/R12"	"model.11taxon"	100	"estimated"	0.125
"ASTRAL-MP"	2.147	"11"	0.811848484848485	100	1200	"model.11taxon/estimated_100genes_strongILS/R13"	"model.11taxon"	100	"estimated"	0.125
"ASTRAL-MP"	2.163	"11"	0.802242424242424	100	1200	"model.11taxon/estimated_100genes_strongILS/R14"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.109	"11"	0.785393939393939	100	1200	"model.11taxon/estimated_100genes_strongILS/R15"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.082	"11"	0.795969696969697	100	1200	"model.11taxon/estimated_100genes_strongILS/R16"	"model.11taxon"	100	"estimated"	0.125
"ASTRAL-MP"	2.172	"11"	0.811666666666667	100	1200	"model.11taxon/estimated_100genes_strongILS/R17"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.121	"11"	0.805787878787879	100	1200	"model.11taxon/estimated_100genes_strongILS/R18"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.241	"11"	0.798121212121212	100	1200	"model.11taxon/estimated_100genes_strongILS/R19"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.246	"11"	0.809939393939394	100	1194	"model.11taxon/estimated_100genes_strongILS/R2"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.213	"11"	0.808606060606061	100	1200	"model.11taxon/estimated_100genes_strongILS/R20"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.126	"11"	0.816	100	1194	"model.11taxon/estimated_100genes_strongILS/R3"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.117	"11"	0.806575757575758	100	1194	"model.11taxon/estimated_100genes_strongILS/R4"	"model.11taxon"	100	"estimated"	0.125
"ASTRAL-MP"	2.199	"11"	0.825727272727273	100	1194	"model.11taxon/estimated_100genes_strongILS/R5"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.197	"11"	0.793818181818182	100	1194	"model.11taxon/estimated_100genes_strongILS/R6"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.081	"11"	0.817545454545455	100	1194	"model.11taxon/estimated_100genes_strongILS/R7"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.037	"11"	0.832575757575758	100	1194	"model.11taxon/estimated_100genes_strongILS/R8"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	2.029	"11"	0.829030303030303	100	1194	"model.11taxon/estimated_100genes_strongILS/R9"	"model.11taxon"	100	"estimated"	0
"ASTRAL-MP"	1.562	"11"	0.851919191919192	15	1188	"model.11taxon/estimated_15genes_strongILS/R1"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.561	"11"	0.827070707070707	15	1194	"model.11taxon/estimated_15genes_strongILS/R10"	"model.11taxon"	15	"estimated"	0.25
"ASTRAL-MP"	1.653	"11"	0.805858585858586	15	1194	"model.11taxon/estimated_15genes_strongILS/R11"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.643	"11"	0.837979797979798	15	1194	"model.11taxon/estimated_15genes_strongILS/R12"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.62	"11"	0.842020202020202	15	1194	"model.11taxon/estimated_15genes_strongILS/R13"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.565	"11"	0.82969696969697	15	1194	"model.11taxon/estimated_15genes_strongILS/R14"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.585	"11"	0.817575757575758	15	1194	"model.11taxon/estimated_15genes_strongILS/R15"	"model.11taxon"	15	"estimated"	0.25
"ASTRAL-MP"	1.655	"11"	0.837979797979798	15	1194	"model.11taxon/estimated_15genes_strongILS/R16"	"model.11taxon"	15	"estimated"	0
"ASTRAL-MP"	1.807	"11"	0.801010101010101	15	1194	"model.11taxon/estimated_15genes_strongILS/R17"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.626	"11"	0.797575757575758	15	1194	"model.11taxon/estimated_15genes_strongILS/R18"	"model.11taxon"	15	"estimated"	0.25
"ASTRAL-MP"	1.607	"11"	0.806666666666667	15	1194	"model.11taxon/estimated_15genes_strongILS/R19"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.594	"11"	0.800808080808081	15	1188	"model.11taxon/estimated_15genes_strongILS/R2"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.63	"11"	0.812525252525253	15	1194	"model.11taxon/estimated_15genes_strongILS/R20"	"model.11taxon"	15	"estimated"	0.375
"ASTRAL-MP"	1.606	"11"	0.836969696969697	15	1188	"model.11taxon/estimated_15genes_strongILS/R3"	"model.11taxon"	15	"estimated"	0
"ASTRAL-MP"	1.631	"11"	0.817373737373737	15	1188	"model.11taxon/estimated_15genes_strongILS/R4"	"model.11taxon"	15	"estimated"	0
"ASTRAL-MP"	1.673	"11"	0.797777777777778	15	1188	"model.11taxon/estimated_15genes_strongILS/R5"	"model.11taxon"	15	"estimated"	0
"ASTRAL-MP"	1.58	"11"	0.834747474747475	15	1188	"model.11taxon/estimated_15genes_strongILS/R6"	"model.11taxon"	15	"estimated"	0
"ASTRAL-MP"	1.621	"11"	0.824040404040404	15	1188	"model.11taxon/estimated_15genes_strongILS/R7"	"model.11taxon"	15	"estimated"	0.25
"ASTRAL-MP"	1.653	"11"	0.815353535353535	15	1188	"model.11taxon/estimated_15genes_strongILS/R8"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.555	"11"	0.842424242424242	15	1188	"model.11taxon/estimated_15genes_strongILS/R9"	"model.11taxon"	15	"estimated"	0.125
"ASTRAL-MP"	1.659	"11"	0.812484848484848	25	1188	"model.11taxon/estimated_25genes_strongILS/R1"	"model.11taxon"	25	"estimated"	0
"ASTRAL-MP"	1.706	"11"	0.826787878787879	25	1194	"model.11taxon/estimated_25genes_strongILS/R10"	"model.11taxon"	25	"estimated"	0.25
"ASTRAL-MP"	1.864	"11"	0.796363636363636	25	1194	"model.11taxon/estimated_25genes_strongILS/R11"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.625	"11"	0.810181818181818	25	1194	"model.11taxon/estimated_25genes_strongILS/R12"	"model.11taxon"	25	"estimated"	0.25
"ASTRAL-MP"	1.662	"11"	0.833454545454545	25	1194	"model.11taxon/estimated_25genes_strongILS/R13"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.665	"11"	0.785939393939394	25	1194	"model.11taxon/estimated_25genes_strongILS/R14"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.685	"11"	0.828242424242424	25	1194	"model.11taxon/estimated_25genes_strongILS/R15"	"model.11taxon"	25	"estimated"	0
"ASTRAL-MP"	1.707	"11"	0.796727272727273	25	1194	"model.11taxon/estimated_25genes_strongILS/R16"	"model.11taxon"	25	"estimated"	0.25
"ASTRAL-MP"	1.683	"11"	0.822545454545455	25	1194	"model.11taxon/estimated_25genes_strongILS/R17"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.607	"11"	0.800606060606061	25	1194	"model.11taxon/estimated_25genes_strongILS/R18"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.772	"11"	0.812484848484848	25	1194	"model.11taxon/estimated_25genes_strongILS/R19"	"model.11taxon"	25	"estimated"	0
"ASTRAL-MP"	2.105	"11"	0.799030303030303	25	1188	"model.11taxon/estimated_25genes_strongILS/R2"	"model.11taxon"	25	"estimated"	0
"ASTRAL-MP"	1.7	"11"	0.819151515151515	25	1194	"model.11taxon/estimated_25genes_strongILS/R20"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.714	"11"	0.787151515151515	25	1188	"model.11taxon/estimated_25genes_strongILS/R3"	"model.11taxon"	25	"estimated"	0
"ASTRAL-MP"	1.624	"11"	0.793090909090909	25	1188	"model.11taxon/estimated_25genes_strongILS/R4"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.617	"11"	0.84569696969697	25	1188	"model.11taxon/estimated_25genes_strongILS/R5"	"model.11taxon"	25	"estimated"	0
"ASTRAL-MP"	1.68	"11"	0.791878787878788	25	1188	"model.11taxon/estimated_25genes_strongILS/R6"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.787	"11"	0.812363636363636	25	1188	"model.11taxon/estimated_25genes_strongILS/R7"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.699	"11"	0.848969696969697	25	1188	"model.11taxon/estimated_25genes_strongILS/R8"	"model.11taxon"	25	"estimated"	0.125
"ASTRAL-MP"	1.678	"11"	0.808121212121212	25	1188	"model.11taxon/estimated_25genes_strongILS/R9"	"model.11taxon"	25	"estimated"	0
"ASTRAL-MP"	1.867	"11"	0.790848484848485	50	1188	"model.11taxon/estimated_50genes_strongILS/R1"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.805	"11"	0.802666666666667	50	1194	"model.11taxon/estimated_50genes_strongILS/R10"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.841	"11"	0.806121212121212	50	1194	"model.11taxon/estimated_50genes_strongILS/R11"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.873	"11"	0.820848484848485	50	1194	"model.11taxon/estimated_50genes_strongILS/R12"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.774	"11"	0.808606060606061	50	1194	"model.11taxon/estimated_50genes_strongILS/R13"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.814	"11"	0.800545454545455	50	1194	"model.11taxon/estimated_50genes_strongILS/R14"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.726	"11"	0.785393939393939	50	1194	"model.11taxon/estimated_50genes_strongILS/R15"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.877	"11"	0.798787878787879	50	1194	"model.11taxon/estimated_50genes_strongILS/R16"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.786	"11"	0.825151515151515	50	1194	"model.11taxon/estimated_50genes_strongILS/R17"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.919	"11"	0.815515151515152	50	1194	"model.11taxon/estimated_50genes_strongILS/R18"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.751	"11"	0.783515151515151	50	1194	"model.11taxon/estimated_50genes_strongILS/R19"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.902	"11"	0.820606060606061	50	1188	"model.11taxon/estimated_50genes_strongILS/R2"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	2.098	"11"	0.806727272727273	50	1194	"model.11taxon/estimated_50genes_strongILS/R20"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.908	"11"	0.818242424242424	50	1188	"model.11taxon/estimated_50genes_strongILS/R3"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.814	"11"	0.804121212121212	50	1188	"model.11taxon/estimated_50genes_strongILS/R4"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.891	"11"	0.831878787878788	50	1188	"model.11taxon/estimated_50genes_strongILS/R5"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.888	"11"	0.809878787878788	50	1188	"model.11taxon/estimated_50genes_strongILS/R6"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.727	"11"	0.822606060606061	50	1188	"model.11taxon/estimated_50genes_strongILS/R7"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.781	"11"	0.821757575757576	50	1188	"model.11taxon/estimated_50genes_strongILS/R8"	"model.11taxon"	50	"estimated"	0.125
"ASTRAL-MP"	1.853	"11"	0.848121212121212	50	1188	"model.11taxon/estimated_50genes_strongILS/R9"	"model.11taxon"	50	"estimated"	0
"ASTRAL-MP"	1.585	"11"	0.837575757575758	5	1182	"model.11taxon/estimated_5genes_strongILS/R1"	"model.11taxon"	5	"estimated"	0.125
"ASTRAL-MP"	1.563	"11"	0.794545454545455	5	1188	"model.11taxon/estimated_5genes_strongILS/R10"	"model.11taxon"	5	"estimated"	0.625
"ASTRAL-MP"	1.501	"11"	0.812121212121212	5	1188	"model.11taxon/estimated_5genes_strongILS/R11"	"model.11taxon"	5	"estimated"	0.375
"ASTRAL-MP"	1.569	"11"	0.831515151515152	5	1188	"model.11taxon/estimated_5genes_strongILS/R12"	"model.11taxon"	5	"estimated"	0.375
"ASTRAL-MP"	1.514	"11"	0.798787878787879	5	1188	"model.11taxon/estimated_5genes_strongILS/R13"	"model.11taxon"	5	"estimated"	0.375
"ASTRAL-MP"	1.524	"11"	0.82969696969697	5	1188	"model.11taxon/estimated_5genes_strongILS/R14"	"model.11taxon"	5	"estimated"	0.5
"ASTRAL-MP"	1.572	"11"	0.835151515151515	5	1188	"model.11taxon/estimated_5genes_strongILS/R15"	"model.11taxon"	5	"estimated"	0.25
"ASTRAL-MP"	1.502	"11"	0.806060606060606	5	1188	"model.11taxon/estimated_5genes_strongILS/R16"	"model.11taxon"	5	"estimated"	0.375
"ASTRAL-MP"	1.612	"11"	0.792121212121212	5	1188	"model.11taxon/estimated_5genes_strongILS/R17"	"model.11taxon"	5	"estimated"	0
"ASTRAL-MP"	1.577	"11"	0.856363636363636	5	1188	"model.11taxon/estimated_5genes_strongILS/R18"	"model.11taxon"	5	"estimated"	0.125
"ASTRAL-MP"	1.473	"11"	0.853333333333333	5	1188	"model.11taxon/estimated_5genes_strongILS/R19"	"model.11taxon"	5	"estimated"	0.125
"ASTRAL-MP"	1.638	"11"	0.807272727272727	5	1182	"model.11taxon/estimated_5genes_strongILS/R2"	"model.11taxon"	5	"estimated"	0.5
"ASTRAL-MP"	1.541	"11"	0.833939393939394	5	1188	"model.11taxon/estimated_5genes_strongILS/R20"	"model.11taxon"	5	"estimated"	0.25
"ASTRAL-MP"	1.545	"11"	0.807272727272727	5	1182	"model.11taxon/estimated_5genes_strongILS/R3"	"model.11taxon"	5	"estimated"	0.625
"ASTRAL-MP"	1.552	"11"	0.811515151515152	5	1182	"model.11taxon/estimated_5genes_strongILS/R4"	"model.11taxon"	5	"estimated"	0.25
"ASTRAL-MP"	1.518	"11"	0.82969696969697	5	1182	"model.11taxon/estimated_5genes_strongILS/R5"	"model.11taxon"	5	"estimated"	0.25
"ASTRAL-MP"	1.484	"11"	0.842424242424242	5	1182	"model.11taxon/estimated_5genes_strongILS/R6"	"model.11taxon"	5	"estimated"	0
"ASTRAL-MP"	1.607	"11"	0.803636363636364	5	1182	"model.11taxon/estimated_5genes_strongILS/R7"	"model.11taxon"	5	"estimated"	0.375
"ASTRAL-MP"	1.556	"11"	0.865454545454545	5	1182	"model.11taxon/estimated_5genes_strongILS/R8"	"model.11taxon"	5	"estimated"	0.25
"ASTRAL-MP"	1.572	"11"	0.804848484848485	5	1182	"model.11taxon/estimated_5genes_strongILS/R9"	"model.11taxon"	5	"estimated"	0.25
"ASTRAL-MP"	1.971	"11"	0.92969696969697	100	1194	"model.11taxon/simulated_100genes_strongILS/R1"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.037	"11"	0.928060606060606	100	1200	"model.11taxon/simulated_100genes_strongILS/R10"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.92	"11"	0.927636363636364	100	1200	"model.11taxon/simulated_100genes_strongILS/R11"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.044	"11"	0.942606060606061	100	1200	"model.11taxon/simulated_100genes_strongILS/R12"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.896	"11"	0.936242424242424	100	1200	"model.11taxon/simulated_100genes_strongILS/R13"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.034	"11"	0.935333333333333	100	1200	"model.11taxon/simulated_100genes_strongILS/R14"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.009	"11"	0.932969696969697	100	1200	"model.11taxon/simulated_100genes_strongILS/R15"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.968	"11"	0.94	100	1200	"model.11taxon/simulated_100genes_strongILS/R16"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.922	"11"	0.937212121212121	100	1200	"model.11taxon/simulated_100genes_strongILS/R17"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.085	"11"	0.950424242424242	100	1200	"model.11taxon/simulated_100genes_strongILS/R18"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.86	"11"	0.938484848484848	100	1200	"model.11taxon/simulated_100genes_strongILS/R19"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.861	"11"	0.933424242424242	100	1194	"model.11taxon/simulated_100genes_strongILS/R2"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.935	"11"	0.938181818181818	100	1200	"model.11taxon/simulated_100genes_strongILS/R20"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.031	"11"	0.933757575757576	100	1194	"model.11taxon/simulated_100genes_strongILS/R3"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.92	"11"	0.935151515151515	100	1194	"model.11taxon/simulated_100genes_strongILS/R4"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.034	"11"	0.926787878787879	100	1194	"model.11taxon/simulated_100genes_strongILS/R5"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.934	"11"	0.930969696969697	100	1194	"model.11taxon/simulated_100genes_strongILS/R6"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.001	"11"	0.920424242424242	100	1194	"model.11taxon/simulated_100genes_strongILS/R7"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.947	"11"	0.942666666666667	100	1194	"model.11taxon/simulated_100genes_strongILS/R8"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	2.001	"11"	0.933454545454545	100	1194	"model.11taxon/simulated_100genes_strongILS/R9"	"model.11taxon"	100	"simulated"	0
"ASTRAL-MP"	1.562	"11"	0.943838383838384	15	1188	"model.11taxon/simulated_15genes_strongILS/R1"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.587	"11"	0.92969696969697	15	1194	"model.11taxon/simulated_15genes_strongILS/R10"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.55	"11"	0.921212121212121	15	1194	"model.11taxon/simulated_15genes_strongILS/R11"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.511	"11"	0.938989898989899	15	1194	"model.11taxon/simulated_15genes_strongILS/R12"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.583	"11"	0.943030303030303	15	1194	"model.11taxon/simulated_15genes_strongILS/R13"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.595	"11"	0.956767676767677	15	1194	"model.11taxon/simulated_15genes_strongILS/R14"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.592	"11"	0.931717171717172	15	1194	"model.11taxon/simulated_15genes_strongILS/R15"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.542	"11"	0.940606060606061	15	1194	"model.11taxon/simulated_15genes_strongILS/R16"	"model.11taxon"	15	"simulated"	0.25
"ASTRAL-MP"	1.525	"11"	0.934545454545455	15	1194	"model.11taxon/simulated_15genes_strongILS/R17"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.56	"11"	0.962020202020202	15	1194	"model.11taxon/simulated_15genes_strongILS/R18"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.589	"11"	0.932121212121212	15	1194	"model.11taxon/simulated_15genes_strongILS/R19"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.503	"11"	0.927676767676768	15	1188	"model.11taxon/simulated_15genes_strongILS/R2"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.571	"11"	0.916767676767677	15	1194	"model.11taxon/simulated_15genes_strongILS/R20"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.588	"11"	0.952323232323232	15	1188	"model.11taxon/simulated_15genes_strongILS/R3"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.616	"11"	0.945050505050505	15	1188	"model.11taxon/simulated_15genes_strongILS/R4"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.577	"11"	0.924040404040404	15	1188	"model.11taxon/simulated_15genes_strongILS/R5"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.576	"11"	0.945050505050505	15	1188	"model.11taxon/simulated_15genes_strongILS/R6"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.585	"11"	0.911919191919192	15	1188	"model.11taxon/simulated_15genes_strongILS/R7"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.632	"11"	0.956767676767677	15	1188	"model.11taxon/simulated_15genes_strongILS/R8"	"model.11taxon"	15	"simulated"	0
"ASTRAL-MP"	1.6	"11"	0.924848484848485	15	1188	"model.11taxon/simulated_15genes_strongILS/R9"	"model.11taxon"	15	"simulated"	0.125
"ASTRAL-MP"	1.661	"11"	0.930666666666667	25	1188	"model.11taxon/simulated_25genes_strongILS/R1"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.686	"11"	0.924363636363636	25	1194	"model.11taxon/simulated_25genes_strongILS/R10"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.664	"11"	0.938424242424242	25	1194	"model.11taxon/simulated_25genes_strongILS/R11"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.615	"11"	0.938909090909091	25	1194	"model.11taxon/simulated_25genes_strongILS/R12"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.628	"11"	0.935030303030303	25	1194	"model.11taxon/simulated_25genes_strongILS/R13"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.554	"11"	0.939878787878788	25	1194	"model.11taxon/simulated_25genes_strongILS/R14"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.674	"11"	0.938909090909091	25	1194	"model.11taxon/simulated_25genes_strongILS/R15"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.775	"11"	0.935030303030303	25	1194	"model.11taxon/simulated_25genes_strongILS/R16"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.702	"11"	0.928727272727273	25	1194	"model.11taxon/simulated_25genes_strongILS/R17"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.625	"11"	0.944242424242424	25	1194	"model.11taxon/simulated_25genes_strongILS/R18"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.793	"11"	0.933090909090909	25	1194	"model.11taxon/simulated_25genes_strongILS/R19"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.669	"11"	0.929333333333333	25	1188	"model.11taxon/simulated_25genes_strongILS/R2"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.728	"11"	0.928	25	1194	"model.11taxon/simulated_25genes_strongILS/R20"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.607	"11"	0.947151515151515	25	1188	"model.11taxon/simulated_25genes_strongILS/R3"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.893	"11"	0.932848484848485	25	1188	"model.11taxon/simulated_25genes_strongILS/R4"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.79	"11"	0.937454545454545	25	1188	"model.11taxon/simulated_25genes_strongILS/R5"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.697	"11"	0.929454545454545	25	1188	"model.11taxon/simulated_25genes_strongILS/R6"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.593	"11"	0.898424242424242	25	1188	"model.11taxon/simulated_25genes_strongILS/R7"	"model.11taxon"	25	"simulated"	0.125
"ASTRAL-MP"	1.632	"11"	0.957333333333333	25	1188	"model.11taxon/simulated_25genes_strongILS/R8"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.61	"11"	0.939878787878788	25	1188	"model.11taxon/simulated_25genes_strongILS/R9"	"model.11taxon"	25	"simulated"	0
"ASTRAL-MP"	1.698	"11"	0.94	50	1188	"model.11taxon/simulated_50genes_strongILS/R1"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.638	"11"	0.924606060606061	50	1194	"model.11taxon/simulated_50genes_strongILS/R10"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.722	"11"	0.924242424242424	50	1194	"model.11taxon/simulated_50genes_strongILS/R11"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.825	"11"	0.939636363636364	50	1194	"model.11taxon/simulated_50genes_strongILS/R12"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.74	"11"	0.939393939393939	50	1194	"model.11taxon/simulated_50genes_strongILS/R13"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.678	"11"	0.931030303030303	50	1194	"model.11taxon/simulated_50genes_strongILS/R14"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.702	"11"	0.928	50	1194	"model.11taxon/simulated_50genes_strongILS/R15"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.744	"11"	0.945090909090909	50	1194	"model.11taxon/simulated_50genes_strongILS/R16"	"model.11taxon"	50	"simulated"	0
"ASTRAL-MP"	1.845	"11"	0.948484848484848	50	1194	"model.11taxon/simulated_50genes_strongILS/R17"	"model.11taxon"	50	"simulated"	0
